schidkn,sex,frl,reg_size,reg_size_aid,small_size,white,black,other,totexp,tmathss,treadss
24,girl,yes,0,1,0,0,1,0,10,454,408
6,girl,yes,0,0,1,1,0,0,12,473,418
51,boy,yes,0,1,0,1,0,0,12,513,545
7,boy,yes,0,1,0,1,0,0,9,559,434
21,girl,no,0,0,1,1,0,0,14,489,434
54,boy,no,1,0,0,0,1,0,13,434,408
32,boy,yes,0,1,0,0,1,0,0,459,402
21,girl,no,1,0,0,1,0,0,1,576,472
64,girl,no,1,0,0,1,0,0,11,494,443
34,girl,no,1,0,0,1,0,0,17,439,402
72,boy,no,1,0,0,1,0,0,12,506,456
43,girl,no,0,1,0,1,0,0,17,459,448
46,boy,no,0,1,0,1,0,0,0,478,436
60,girl,no,0,1,0,1,0,0,5,444,403
6,girl,yes,0,0,1,1,0,0,12,454,416
19,boy,yes,0,1,0,0,1,0,0,478,503
52,boy,no,0,1,0,1,0,0,18,520,451
21,girl,yes,0,1,0,1,0,0,15,500,436
61,girl,no,1,0,0,1,0,0,22,520,447
23,girl,yes,0,0,1,0,1,0,11,454,411
42,girl,no,0,0,1,1,0,0,10,489,455
70,boy,yes,0,0,1,1,0,0,15,444,418
3,boy,no,1,0,0,0,1,0,8,459,448
48,boy,no,1,0,0,1,0,0,4,478,431
60,boy,yes,0,1,0,1,0,0,5,434,430
11,boy,yes,0,1,0,0,1,0,13,463,448
50,boy,no,1,0,0,1,0,0,13,478,439
56,girl,yes,0,1,0,0,1,0,7,384,398
66,boy,no,0,1,0,1,0,0,3,513,424
64,girl,no,1,0,0,1,0,0,20,463,443
63,boy,no,1,0,0,1,0,0,6,463,422
51,boy,yes,0,1,0,0,1,0,5,494,405
57,boy,no,0,0,1,1,0,0,8,459,418
23,boy,no,0,0,1,0,1,0,11,500,443
51,girl,no,1,0,0,1,0,0,13,528,495
58,girl,no,0,0,1,1,0,0,8,473,463
8,girl,yes,0,0,1,1,0,0,13,444,402
19,girl,yes,1,0,0,0,1,0,6,463,413
75,girl,no,1,0,0,1,0,0,11,626,554
35,boy,yes,0,1,0,1,0,0,12,459,422
26,boy,yes,0,0,1,0,1,0,1,423,393
41,girl,no,0,1,0,1,0,0,16,513,453
56,boy,yes,1,0,0,1,0,0,3,320,315
1,girl,no,0,0,1,1,0,0,14,576,458
75,girl,no,1,0,0,1,0,0,13,449,445
50,girl,no,0,1,0,1,0,0,12,520,433
55,girl,yes,1,0,0,1,0,0,13,434,400
13,girl,no,1,0,0,1,0,0,6,520,437
51,boy,no,1,0,0,1,0,0,13,473,470
29,girl,yes,1,0,0,0,1,0,5,468,422
49,boy,yes,1,0,0,1,0,0,11,439,416
22,girl,yes,0,1,0,0,1,0,7,468,418
12,boy,no,1,0,0,1,0,0,20,536,422
16,girl,yes,0,0,1,0,1,0,2,412,397
27,boy,yes,1,0,0,0,1,0,12,528,467
40,girl,no,0,0,1,1,0,0,4,602,492
28,boy,yes,0,1,0,0,1,0,10,468,450
61,girl,no,1,0,0,1,0,0,22,513,453
31,boy,yes,0,1,0,0,1,0,11,520,447
15,boy,yes,0,1,0,0,1,0,3,454,414
16,boy,yes,0,1,0,0,1,0,6,434,391
12,boy,yes,0,0,1,1,0,0,9,478,431
3,boy,no,1,0,0,1,0,0,8,559,443
22,girl,yes,1,0,0,0,1,0,11,459,400
61,boy,yes,1,0,0,1,0,0,22,468,430
41,girl,no,0,1,0,1,0,0,16,473,460
70,boy,yes,1,0,0,1,0,0,10,500,425
73,girl,no,1,0,0,1,0,0,19,528,495
22,boy,yes,1,0,0,0,1,0,11,434,397
72,boy,yes,0,1,0,1,0,0,10,449,411
72,girl,no,1,0,0,1,0,0,12,513,437
80,boy,no,1,0,0,1,0,0,4,454,418
69,girl,yes,1,0,0,1,0,0,16,484,465
72,girl,yes,1,0,0,1,0,0,8,478,425
22,boy,yes,1,0,0,0,1,0,24,434,424
64,boy,yes,0,0,1,1,0,0,19,454,398
37,girl,yes,0,1,0,1,0,0,11,547,461
9,girl,yes,0,0,1,1,0,0,7,494,456
43,boy,no,1,0,0,1,0,0,3,520,422
9,boy,no,0,0,1,1,0,0,13,468,442
3,boy,no,0,1,0,1,0,0,9,449,405
1,girl,no,0,1,0,1,0,0,9,468,437
9,girl,no,0,1,0,1,0,0,14,576,580
58,boy,no,0,1,0,1,0,0,17,520,455
8,boy,no,1,0,0,1,0,0,12,513,456
3,boy,no,0,0,1,1,0,0,9,520,492
44,boy,yes,0,1,0,0,1,0,0,478,433
32,girl,yes,0,0,1,0,1,0,1,449,448
72,boy,yes,1,0,0,1,0,0,12,484,460
60,girl,yes,1,0,0,1,0,0,13,478,461
63,boy,no,0,1,0,1,0,0,12,528,456
23,girl,yes,0,1,0,0,1,0,21,484,407
23,girl,yes,0,1,0,0,1,0,21,473,413
1,girl,no,0,1,0,1,0,0,9,528,465
2,boy,yes,1,0,0,1,0,0,6,473,411
16,boy,yes,1,0,0,0,1,0,8,468,411
10,girl,no,1,0,0,1,0,0,3,559,565
36,boy,no,0,1,0,1,0,0,14,528,443
12,girl,yes,0,0,1,1,0,0,9,444,437
44,boy,yes,1,0,0,0,1,0,24,536,411
34,boy,no,0,1,0,1,0,0,5,449,422
65,girl,yes,0,1,0,1,0,0,9,463,434
68,girl,yes,1,0,0,0,1,0,10,500,474
63,boy,yes,1,0,0,1,0,0,6,506,424
45,boy,yes,0,0,1,0,1,0,3,423,386
23,girl,yes,1,0,0,0,1,0,1,468,408
27,girl,yes,1,0,0,0,1,0,6,602,472
51,boy,no,0,1,0,1,0,0,12,506,448
15,girl,yes,0,1,0,0,1,0,3,463,407
28,boy,yes,0,0,1,0,1,0,6,513,434
42,girl,yes,0,1,0,0,1,0,3,429,393
16,boy,yes,0,0,1,0,1,0,2,423,414
71,boy,no,1,0,0,1,0,0,6,454,410
37,boy,no,1,0,0,1,0,0,5,478,433
56,girl,no,1,0,0,1,0,0,13,429,405
6,boy,no,0,1,0,1,0,0,11,459,433
22,boy,yes,1,0,0,0,1,0,1,506,425
22,boy,yes,1,0,0,0,1,0,1,429,408
4,girl,no,1,0,0,1,0,0,8,468,445
27,boy,yes,1,0,0,0,1,0,12,528,478
9,boy,no,0,1,0,1,0,0,11,444,445
64,boy,no,1,0,0,1,0,0,11,484,450
28,girl,yes,1,0,0,0,1,0,9,473,430
63,boy,no,1,0,0,1,0,0,6,375,398
61,boy,no,0,0,1,1,0,0,7,500,447
41,girl,no,0,1,0,1,0,0,16,528,440
33,girl,yes,0,1,0,0,1,0,22,444,411
16,girl,yes,0,0,1,0,1,0,1,468,405
64,boy,no,1,0,0,1,0,0,11,459,424
19,boy,yes,1,0,0,0,1,0,6,418,413
27,girl,yes,1,0,0,0,1,0,12,528,456
72,boy,yes,0,0,1,1,0,0,6,602,474
47,girl,no,0,0,1,1,0,0,11,468,391
27,boy,yes,0,1,0,0,1,0,20,520,483
42,girl,yes,0,0,1,0,1,0,10,429,424
6,boy,no,0,1,0,1,0,0,11,494,425
62,girl,no,1,0,0,1,0,0,16,489,450
41,girl,no,0,1,0,1,0,0,16,489,450
1,girl,no,0,1,0,1,0,0,9,506,465
4,boy,no,0,1,0,0,1,0,7,513,424
3,boy,no,0,0,1,1,0,0,9,494,463
57,boy,yes,0,1,0,1,0,0,8,468,419
60,boy,no,0,1,0,1,0,0,5,576,507
47,boy,no,1,0,0,1,0,0,5,494,416
54,girl,no,0,1,0,1,0,0,7,434,402
63,girl,no,0,1,0,1,0,0,12,513,453
58,boy,no,0,1,0,1,0,0,17,513,448
72,boy,no,0,1,0,1,0,0,10,468,410
18,girl,no,0,1,0,0,1,0,11,478,414
14,girl,yes,0,0,1,0,1,0,13,468,422
19,boy,yes,0,1,0,0,1,0,1,506,428
27,girl,yes,1,0,0,0,1,0,0,418,427
70,boy,yes,0,1,0,1,0,0,27,463,428
9,boy,yes,1,0,0,1,0,0,8,434,413
9,girl,no,1,0,0,1,0,0,5,489,447
63,boy,no,0,1,0,0,1,0,12,459,439
59,boy,yes,0,1,0,1,0,0,8,468,436
57,boy,no,1,0,0,1,0,0,2,602,436
3,boy,no,0,1,0,1,0,0,20,506,527
74,boy,no,1,0,0,1,0,0,13,484,422
42,boy,no,1,0,0,1,0,0,14,500,448
25,girl,yes,1,0,0,1,0,0,18,423,402
41,girl,no,0,0,1,0,0,1,18,506,476
24,girl,no,0,0,1,1,0,0,13,536,456
49,boy,no,0,1,0,1,0,0,9,459,427
18,girl,yes,1,0,0,0,1,0,9,449,408
79,boy,no,0,1,0,1,0,0,12,444,421
68,girl,yes,1,0,0,0,1,0,10,494,500
59,boy,no,1,0,0,1,0,0,0,547,514
55,girl,yes,0,1,0,1,0,0,13,449,437
25,boy,yes,0,1,0,1,0,0,2,536,456
57,girl,no,0,1,0,1,0,0,8,626,545
40,girl,yes,1,0,0,1,0,0,2,506,453
28,girl,yes,0,0,1,0,1,0,2,405,402
19,boy,yes,0,0,1,0,1,0,2,454,414
46,girl,yes,0,0,1,1,0,0,4,459,400
3,girl,no,0,1,0,1,0,0,20,478,460
76,boy,no,1,0,0,1,0,0,1,439,403
37,girl,no,1,0,0,1,0,0,5,602,492
1,girl,yes,1,0,0,0,1,0,5,454,414
3,girl,no,0,1,0,1,0,0,20,478,424
51,girl,no,0,1,0,1,0,0,12,489,411
20,girl,yes,0,1,0,0,1,0,1,500,433
22,girl,yes,0,1,0,0,1,0,7,444,416
66,boy,no,0,0,1,1,0,0,10,454,437
9,girl,no,0,0,1,1,0,0,7,559,450
24,girl,no,0,0,1,0,1,0,13,536,443
74,boy,yes,1,0,0,1,0,0,13,473,410
55,boy,no,1,0,0,1,0,0,13,459,410
28,boy,yes,0,1,0,0,1,0,10,423,419
60,girl,yes,1,0,0,1,0,0,13,429,403
57,boy,yes,0,0,1,0,1,0,1,454,419
80,boy,yes,0,1,0,1,0,0,13,434,390
52,boy,no,1,0,0,1,0,0,12,536,463
9,girl,yes,0,1,0,1,0,0,11,473,451
48,boy,yes,0,0,1,1,0,0,21,500,461
28,boy,no,0,0,1,0,1,0,3,520,467
10,boy,no,0,0,1,1,0,0,12,506,497
58,boy,no,1,0,0,0,1,0,3,449,430
28,boy,yes,1,0,0,0,1,0,7,478,425
12,girl,yes,0,1,0,1,0,0,12,494,443
48,girl,yes,0,0,1,1,0,0,21,506,472
51,boy,no,0,1,0,1,0,0,5,473,424
8,girl,no,1,0,0,1,0,0,12,536,439
4,girl,yes,1,0,0,1,0,0,8,439,410
60,boy,no,0,0,1,0,1,0,11,449,434
41,girl,no,1,0,0,1,0,0,15,626,580
57,girl,no,1,0,0,1,0,0,2,449,407
80,boy,yes,0,0,1,1,0,0,12,520,467
68,boy,yes,1,0,0,0,1,0,16,494,480
34,boy,no,0,0,1,1,0,0,2,468,439
8,girl,yes,0,1,0,1,0,0,12,459,433
59,boy,yes,0,0,1,1,0,0,11,528,472
24,girl,no,0,1,0,0,1,0,10,513,448
22,boy,yes,1,0,0,0,1,0,11,478,405
17,girl,no,0,0,1,1,0,0,5,439,402
25,boy,no,0,0,1,0,1,0,12,468,418
19,boy,yes,1,0,0,0,1,0,6,384,398
28,girl,no,1,0,0,0,1,0,9,513,503
28,boy,no,0,0,1,0,1,0,3,506,465
58,girl,no,0,1,0,1,0,0,3,473,421
1,boy,yes,0,1,0,0,1,0,9,468,434
8,girl,yes,0,1,0,1,0,0,12,412,393
40,boy,yes,0,0,1,1,0,0,4,473,419
49,boy,no,0,0,1,1,0,0,8,506,453
15,girl,yes,0,1,0,0,1,0,3,489,468
18,boy,yes,0,1,0,0,1,0,11,478,421
28,girl,no,1,0,0,0,1,0,9,528,451
55,boy,no,1,0,0,1,0,0,13,513,442
9,girl,no,0,0,1,1,0,0,13,506,472
48,boy,no,1,0,0,1,0,0,4,536,480
29,boy,yes,0,0,1,0,1,0,5,500,468
49,boy,yes,1,0,0,0,1,0,11,484,478
39,girl,yes,0,1,0,1,0,0,5,418,408
60,boy,yes,0,1,0,1,0,0,5,500,419
44,boy,yes,1,0,0,0,1,0,24,547,436
5,boy,no,0,0,1,1,0,0,8,520,532
9,boy,no,0,1,0,1,0,0,11,463,447
9,boy,yes,0,0,1,1,0,0,7,444,430
7,girl,no,1,0,0,1,0,0,15,536,460
56,boy,no,1,0,0,1,0,0,3,423,416
75,girl,no,1,0,0,1,0,0,13,444,445
74,boy,no,0,0,1,1,0,0,12,513,437
62,girl,no,1,0,0,1,0,0,16,520,430
21,girl,yes,0,1,0,1,0,0,15,494,443
4,boy,no,1,0,0,1,0,0,8,459,413
6,boy,no,1,0,0,1,0,0,1,528,450
73,boy,no,1,0,0,1,0,0,19,528,580
51,boy,no,0,0,1,1,0,0,10,547,527
50,girl,yes,0,0,1,1,0,0,6,513,425
34,boy,no,1,0,0,1,0,0,17,444,431
57,boy,no,0,0,1,1,0,0,8,429,403
51,girl,no,0,0,1,1,0,0,10,434,434
49,boy,no,0,0,1,1,0,0,8,520,453
28,girl,yes,1,0,0,0,1,0,9,484,433
37,girl,no,0,1,0,0,1,0,11,463,418
66,girl,no,0,1,0,1,0,0,3,434,436
31,girl,yes,0,1,0,0,1,0,11,513,451
63,boy,yes,1,0,0,1,0,0,10,473,421
22,girl,yes,0,1,0,0,1,0,16,459,424
28,boy,yes,0,0,1,0,1,0,6,399,411
9,boy,no,0,0,1,1,0,0,14,494,468
45,boy,yes,0,1,0,0,1,0,11,449,407
25,boy,yes,1,0,0,0,1,0,18,528,437
11,girl,no,1,0,0,1,0,0,11,500,492
27,girl,no,1,0,0,0,1,0,0,459,433
8,girl,no,1,0,0,1,0,0,13,520,451
3,girl,yes,0,1,0,1,0,0,9,459,413
14,girl,yes,0,0,1,0,1,0,13,602,465
37,girl,no,0,1,0,1,0,0,0,484,495
30,girl,yes,1,0,0,0,1,0,10,500,439
36,boy,no,0,1,0,1,0,0,14,500,451
12,girl,yes,0,0,1,1,0,0,9,559,447
44,girl,yes,1,0,0,0,1,0,24,536,431
76,girl,no,0,1,0,1,0,0,13,559,474
27,girl,yes,1,0,0,0,1,0,12,489,465
33,girl,yes,0,1,0,0,1,0,22,399,405
7,girl,no,1,0,0,1,0,0,0,547,458
21,boy,yes,0,1,0,0,1,0,5,506,450
56,girl,no,1,0,0,1,0,0,3,412,405
51,boy,no,0,0,1,1,0,0,10,520,440
19,girl,yes,0,0,1,0,1,0,6,576,463
56,boy,yes,1,0,0,1,0,0,3,399,391
67,girl,yes,1,0,0,1,0,0,0,468,402
66,boy,no,1,0,0,1,0,0,8,434,419
68,girl,no,1,0,0,1,0,0,10,576,605
28,boy,yes,0,0,1,0,1,0,6,399,397
62,girl,yes,0,1,0,1,0,0,4,489,451
24,boy,no,0,1,0,0,1,0,10,500,421
51,girl,yes,0,0,1,1,0,0,10,500,456
22,girl,yes,0,1,0,0,1,0,16,454,419
2,girl,yes,1,0,0,0,1,0,6,449,408
69,girl,no,0,1,0,1,0,0,6,559,472
12,boy,no,0,1,0,1,0,0,12,528,418
67,boy,yes,0,0,1,1,0,0,5,454,436
11,boy,no,0,1,0,0,1,0,13,434,430
60,boy,yes,0,0,1,1,0,0,11,444,428
46,boy,no,1,0,0,1,0,0,12,484,421
9,boy,no,0,1,0,1,0,0,11,423,408
9,girl,no,1,0,0,1,0,0,8,473,503
3,girl,no,0,1,0,1,0,0,20,520,436
9,girl,no,1,0,0,1,0,0,8,489,460
37,girl,no,0,1,0,1,0,0,11,536,445
35,boy,yes,1,0,0,1,0,0,4,454,416
63,boy,no,0,1,0,1,0,0,7,463,450
5,boy,yes,0,0,1,1,0,0,8,439,382
58,boy,no,0,1,0,1,0,0,3,506,428
60,girl,yes,0,1,0,1,0,0,5,418,398
18,boy,no,1,0,0,1,0,0,10,473,433
18,girl,no,0,1,0,0,1,0,11,506,431
63,boy,no,0,1,0,1,0,0,12,494,421
31,boy,yes,1,0,0,0,1,0,0,513,455
8,girl,no,1,0,0,1,0,0,12,559,472
35,boy,yes,0,1,0,1,0,0,12,473,410
16,boy,yes,0,0,1,0,1,0,2,478,433
2,boy,yes,1,0,0,0,1,0,6,459,407
66,boy,no,0,0,1,1,0,0,10,459,427
58,boy,no,0,1,0,1,0,0,3,536,433
33,girl,yes,1,0,0,0,1,0,6,423,390
25,girl,yes,0,1,0,0,1,0,2,473,424
43,girl,no,1,0,0,1,0,0,3,520,440
30,girl,yes,1,0,0,0,1,0,10,484,384
18,boy,yes,0,1,0,0,1,0,11,392,388
44,girl,yes,0,1,0,0,1,0,0,439,408
23,boy,no,0,0,1,0,1,0,11,489,453
10,boy,no,0,0,1,1,0,0,12,559,450
65,girl,no,1,0,0,1,0,0,12,528,451
52,girl,no,0,0,1,1,0,0,14,547,503
3,girl,yes,0,0,1,1,0,0,10,418,400
33,girl,yes,0,0,1,0,1,0,1,434,408
15,girl,yes,0,0,1,0,1,0,12,434,408
51,boy,no,0,0,1,1,0,0,10,528,476
12,boy,no,0,1,0,1,0,0,12,520,458
2,boy,yes,1,0,0,1,0,0,6,429,402
1,girl,no,1,0,0,1,0,0,10,449,424
56,boy,no,1,0,0,1,0,0,3,429,405
43,girl,no,0,1,0,1,0,0,17,444,398
36,girl,no,0,1,0,1,0,0,14,459,436
21,girl,yes,0,1,0,0,1,0,5,489,428
18,boy,yes,0,0,1,0,1,0,10,444,424
19,girl,yes,0,1,0,0,1,0,0,459,507
30,girl,yes,0,1,0,0,1,0,24,602,500
38,girl,yes,0,1,0,1,0,0,8,454,439
34,girl,no,0,0,1,1,0,0,12,459,390
17,girl,no,1,0,0,1,0,0,0,494,440
33,boy,yes,1,0,0,0,1,0,6,429,391
57,boy,no,1,0,0,1,0,0,2,429,407
45,boy,yes,1,0,0,0,1,0,12,429,400
79,boy,no,0,0,1,1,0,0,5,500,403
8,boy,yes,1,0,0,1,0,0,13,449,431
72,girl,no,0,1,0,1,0,0,10,528,490
49,boy,no,1,0,0,1,0,0,11,559,465
50,girl,yes,0,1,0,1,0,0,12,468,433
75,boy,no,0,1,0,1,0,0,11,494,402
63,girl,no,0,0,1,1,0,0,7,559,470
1,boy,yes,1,0,0,0,1,0,10,473,430
52,boy,no,1,0,0,1,0,0,12,468,455
19,boy,yes,0,1,0,0,1,0,0,489,439
75,girl,no,1,0,0,1,0,0,11,559,532
73,girl,no,0,1,0,1,0,0,14,478,463
8,boy,no,1,0,0,1,0,0,13,494,458
71,boy,no,0,1,0,1,0,0,2,484,451
40,boy,yes,0,0,1,1,0,0,27,489,436
7,boy,no,0,0,1,1,0,0,4,559,448
52,girl,yes,1,0,0,1,0,0,12,547,447
71,boy,yes,0,0,1,1,0,0,20,468,418
51,boy,no,0,1,0,1,0,0,12,489,455
9,boy,no,1,0,0,1,0,0,5,494,448
25,boy,no,0,1,0,0,1,0,2,454,407
45,boy,no,0,1,0,0,1,0,11,418,419
72,girl,no,1,0,0,1,0,0,12,520,434
27,boy,yes,1,0,0,0,1,0,6,559,430
43,boy,no,0,0,1,1,0,0,0,547,487
8,boy,no,0,1,0,1,0,0,12,520,436
57,boy,no,0,0,1,1,0,0,1,559,463
59,boy,no,0,1,0,1,0,0,8,602,490
80,boy,no,1,0,0,1,0,0,4,429,390
2,boy,yes,0,0,1,0,1,0,12,412,398
39,girl,no,1,0,0,1,0,0,4,468,436
7,boy,yes,1,0,0,1,0,0,15,547,495
63,boy,no,1,0,0,1,0,0,10,500,461
75,girl,no,1,0,0,1,0,0,13,489,443
73,girl,no,1,0,0,1,0,0,19,520,463
67,boy,no,0,1,0,1,0,0,13,576,463
23,boy,no,0,1,0,1,0,0,21,513,422
37,boy,no,0,1,0,1,0,0,0,463,434
75,boy,no,0,0,1,1,0,0,3,602,461
46,girl,no,0,1,0,1,0,0,0,489,458
44,boy,no,0,0,1,0,1,0,3,559,500
17,boy,no,1,0,0,1,0,0,0,547,445
3,boy,no,0,1,0,1,0,0,20,494,463
63,boy,yes,1,0,0,1,0,0,6,463,436
63,girl,yes,0,0,1,1,0,0,7,536,470
72,girl,no,1,0,0,1,0,0,12,454,430
38,boy,yes,0,1,0,1,0,0,8,423,443
48,girl,no,0,0,1,1,0,0,21,576,455
66,boy,no,0,0,1,1,0,0,10,412,407
56,girl,yes,0,0,1,1,0,0,3,434,411
66,boy,no,1,0,0,1,0,0,8,459,422
27,boy,yes,1,0,0,0,1,0,0,429,410
73,boy,no,0,1,0,1,0,0,14,494,451
70,girl,yes,0,0,1,1,0,0,15,459,422
75,boy,no,0,0,1,1,0,0,3,576,627
6,boy,yes,0,1,0,1,0,0,11,459,425
22,boy,yes,0,1,0,0,1,0,7,468,405
18,boy,yes,0,0,1,0,1,0,10,454,427
56,boy,no,0,1,0,1,0,0,7,444,437
61,girl,yes,0,0,1,1,0,0,7,449,428
41,boy,no,0,0,1,1,0,0,8,449,433
16,girl,yes,0,1,0,0,1,0,17,423,408
53,girl,yes,0,1,0,1,0,0,9,500,419
64,boy,yes,0,1,0,1,0,0,5,459,407
73,boy,yes,0,0,1,1,0,0,2,449,411
15,boy,yes,1,0,0,0,1,0,11,459,418
9,boy,yes,0,1,0,1,0,0,11,484,455
9,girl,no,1,0,0,1,0,0,8,602,485
64,girl,no,1,0,0,1,0,0,20,489,472
4,girl,no,0,0,1,1,0,0,0,454,416
6,boy,yes,0,1,0,1,0,0,11,418,405
22,boy,yes,1,0,0,0,1,0,24,439,440
65,boy,no,0,1,0,1,0,0,9,459,427
16,girl,yes,0,1,0,0,1,0,17,405,405
76,girl,no,1,0,0,1,0,0,2,513,445
28,girl,yes,1,0,0,0,1,0,7,513,439
9,girl,no,0,1,0,1,0,0,14,513,474
28,boy,yes,0,1,0,0,1,0,5,423,407
1,girl,no,0,1,0,1,0,0,9,468,421
55,boy,no,1,0,0,1,0,0,13,500,421
6,girl,yes,1,0,0,1,0,0,1,412,402
69,boy,no,0,1,0,1,0,0,6,405,422
75,boy,no,1,0,0,1,0,0,11,444,382
17,boy,no,0,0,1,1,0,0,5,494,451
29,boy,yes,0,1,0,0,1,0,17,473,434
34,girl,yes,0,0,1,1,0,0,2,468,437
69,girl,no,0,1,0,1,0,0,6,626,518
51,boy,no,0,1,0,1,0,0,12,559,492
47,girl,no,1,0,0,1,0,0,5,513,413
14,boy,yes,0,0,1,0,1,0,13,468,437
6,boy,yes,1,0,0,1,0,0,1,463,427
68,boy,no,1,0,0,1,0,0,10,484,393
11,girl,no,0,1,0,1,0,0,13,484,474
32,girl,yes,1,0,0,0,1,0,3,392,380
30,girl,yes,0,1,0,0,1,0,24,626,518
75,girl,no,1,0,0,1,0,0,13,547,442
16,boy,yes,0,0,1,0,1,0,1,513,448
68,girl,yes,0,1,0,1,0,0,10,513,448
35,boy,yes,0,0,1,1,0,0,5,439,431
39,boy,yes,0,0,1,1,0,0,6,489,422
51,boy,no,0,1,0,1,0,0,5,520,455
28,girl,yes,1,0,0,0,1,0,9,494,434
18,boy,yes,1,0,0,0,1,0,10,439,410
1,boy,no,0,0,1,1,0,0,14,500,431
53,girl,no,0,1,0,0,1,0,9,449,424
18,boy,yes,0,1,0,0,1,0,11,429,443
61,girl,no,0,1,0,1,0,0,8,500,414
32,girl,yes,0,1,0,0,1,0,2,439,418
14,boy,yes,0,1,0,0,1,0,1,454,437
43,girl,yes,1,0,0,1,0,0,3,468,433
71,boy,yes,1,0,0,1,0,0,6,423,408
63,boy,no,0,1,0,1,0,0,12,454,442
55,girl,no,0,1,0,1,0,0,13,463,428
70,boy,yes,0,1,0,1,0,0,14,559,472
31,boy,yes,0,0,1,0,1,0,6,602,463
24,girl,no,1,0,0,0,1,0,6,468,405
58,boy,no,0,0,1,1,0,0,5,528,451
11,boy,no,1,0,0,1,0,0,11,489,463
62,boy,no,1,0,0,1,0,0,16,473,425
36,girl,no,1,0,0,1,0,0,15,473,474
52,boy,no,1,0,0,1,0,0,12,484,474
22,boy,yes,0,1,0,0,1,0,16,454,402
32,girl,yes,0,0,1,0,1,0,1,439,458
53,girl,yes,0,1,0,1,0,0,9,463,411
55,boy,no,0,0,1,1,0,0,15,500,436
28,boy,yes,0,0,1,0,1,0,3,463,410
63,girl,no,1,0,0,1,0,0,6,513,472
58,boy,no,0,1,0,1,0,0,17,454,447
20,girl,yes,1,0,0,0,1,0,4,468,425
19,boy,yes,1,0,0,0,1,0,6,434,395
59,girl,no,0,1,0,1,0,0,8,520,472
13,boy,no,1,0,0,1,0,0,6,536,472
78,girl,yes,0,1,0,1,0,0,3,478,448
28,girl,yes,0,1,0,0,1,0,5,449,430
45,boy,yes,1,0,0,0,1,0,12,478,407
19,boy,yes,0,1,0,0,1,0,1,449,407
76,girl,no,1,0,0,1,0,0,2,454,411
72,boy,no,0,1,0,1,0,0,10,559,468
62,boy,yes,0,1,0,1,0,0,4,454,414
7,girl,no,0,0,1,1,0,0,4,602,456
66,girl,yes,0,0,1,1,0,0,15,459,410
19,boy,yes,0,1,0,0,1,0,0,468,443
76,girl,no,0,1,0,1,0,0,13,547,468
67,boy,no,0,0,1,1,0,0,5,434,414
47,boy,no,0,1,0,1,0,0,15,473,430
72,girl,yes,1,0,0,1,0,0,12,429,395
29,girl,yes,1,0,0,0,1,0,5,449,410
31,boy,yes,0,1,0,0,1,0,11,547,427
72,boy,yes,0,1,0,1,0,0,10,412,413
55,girl,yes,1,0,0,1,0,0,13,459,430
9,girl,no,1,0,0,1,0,0,8,528,460
54,boy,yes,0,1,0,1,0,0,7,459,427
78,girl,no,1,0,0,1,0,0,8,473,419
42,girl,no,0,1,0,1,0,0,3,434,419
71,boy,yes,0,1,0,1,0,0,2,494,416
66,boy,no,0,0,1,1,0,0,15,449,408
53,girl,no,1,0,0,1,0,0,3,478,445
30,girl,yes,1,0,0,0,1,0,10,536,443
19,girl,yes,0,1,0,0,1,0,1,494,414
71,boy,no,0,0,1,1,0,0,6,536,460
66,girl,no,1,0,0,1,0,0,8,484,448
34,girl,yes,0,0,1,1,0,0,2,454,458
71,boy,no,0,0,1,1,0,0,20,429,405
60,girl,no,0,0,1,1,0,0,1,484,437
16,boy,yes,0,1,0,0,1,0,6,434,397
73,girl,no,0,0,1,1,0,0,1,454,460
21,boy,no,1,0,0,0,1,0,1,520,453
61,girl,no,1,0,0,1,0,0,22,520,463
30,girl,yes,0,1,0,0,1,0,24,626,461
24,girl,no,0,0,1,0,1,0,5,547,463
56,boy,no,0,1,0,1,0,0,7,449,405
11,boy,yes,1,0,0,1,0,0,11,444,425
13,girl,yes,1,0,0,1,0,0,6,576,472
8,boy,no,1,0,0,1,0,0,12,468,428
20,girl,yes,0,1,0,0,1,0,1,494,448
49,boy,yes,0,1,0,0,1,0,9,513,453
27,girl,yes,1,0,0,0,1,0,0,365,346
12,boy,yes,1,0,0,1,0,0,20,439,419
23,girl,no,1,0,0,0,1,0,20,547,465
71,boy,no,0,1,0,1,0,0,2,423,393
36,boy,no,0,0,1,1,0,0,17,439,421
13,boy,no,1,0,0,1,0,0,6,399,388
34,girl,no,0,1,0,1,0,0,5,559,453
70,girl,yes,0,1,0,1,0,0,14,500,450
5,boy,no,1,0,0,1,0,0,8,506,447
48,girl,yes,1,0,0,1,0,0,4,547,472
12,girl,yes,1,0,0,1,0,0,20,576,451
47,girl,yes,0,0,1,1,0,0,11,449,407
75,girl,no,1,0,0,1,0,0,13,559,460
30,boy,yes,1,0,0,0,1,0,10,506,436
66,boy,no,0,1,0,1,0,0,3,412,410
70,boy,yes,0,0,1,1,0,0,15,484,407
21,boy,yes,0,1,0,1,0,0,5,513,445
4,boy,no,0,1,0,1,0,0,7,513,428
17,boy,no,0,0,1,1,0,0,20,520,431
28,girl,yes,0,0,1,0,1,0,3,520,443
69,girl,no,1,0,0,1,0,0,16,547,461
9,boy,yes,0,0,1,1,0,0,13,528,514
16,girl,yes,0,1,0,0,1,0,17,536,430
